#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.3348648542609257e-11
-0.539895419918175 , 2.25355207197e-10
-0.539482041817828 , 2.2879457861e-10
-0.53855446373112 , 2.32233950024e-10
-0.53711436505459 , 2.35673321437e-10
-0.53516341297567 , 2.3911269285e-10
-0.53270326262194 , 2.42552064264e-10
-0.5297355572102 , 2.45991435677e-10
-0.5262619281339 , 2.4943080709e-10
-0.040000000000000036 , 3.76e-10
0.45999999999999996 , 4.42e-10
0.81 , 4.79e-10
1.46 , 5.39e-10
1.96 , 5.79e-10
2.46 , 6.16e-10
2.96 , 6.49e-10
3.46 , 6.8e-10
