#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 4.6466785060204267e-10
-0.29 , 3.41354207649e-09
-0.28891564942664 , 3.43159392938e-09
-0.28584449756367 , 3.44964578227e-09
-0.28078854445543 , 3.46769763516e-09
-0.27374978676289996 , 3.48574948806e-09
-0.2647302176984 , 3.50380134095e-09
-0.2537318270761 , 3.52185319384e-09
-0.24075660134899998 , 3.53990504673e-09
0.21000000000000002 , 3.81e-09
0.71 , 3.98e-09
1.06 , 4.07e-09
1.71 , 4.21e-09
2.21 , 4.3e-09
2.71 , 4.39e-09
3.21 , 4.46e-09
3.71 , 4.54e-09
