#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 5.7143043516364726e-11
-1.04 , 2.4673393419e-09
-1.03858597347338 , 2.48371005369e-09
-1.0347453801942201 , 2.50008076548e-09
-1.0284815054247 , 2.51645147727e-09
-1.0197976268965 , 2.53282218906e-09
-1.0086970148614 , 2.54919290085e-09
-0.995182932099 , 2.56556361264e-09
-0.9792586339454 , 2.58193432443e-09
-0.54 , 2.79e-09
-0.040000000000000036 , 2.93e-09
0.31000000000000005 , 3e-09
0.96 , 3.12e-09
1.46 , 3.2e-09
1.96 , 3.27e-09
2.46 , 3.33e-09
2.96 , 3.39e-09
