#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 4.574523054917048e-13
-0.54665040498076 , 3.47623908094e-12
-0.5432567244977701 , 6.94333543464e-12
-0.5398548159399 , 1.04104317883e-11
-0.5364446802094001 , 1.3877528142e-11
-0.5330263181793 , 1.73446244957e-11
-0.5295997307374001 , 2.08117208494e-11
-0.5261649188004001 , 2.42788172031e-11
-0.050000000000000044 , 4.396e-10
0.44999999999999996 , 7.896e-10
0.8 , 1.0024e-09
1.45 , 1.3552e-09
1.95 , 1.6016e-09
2.45 , 1.8256e-09
2.95 , 2.0384e-09
3.45 , 2.2372e-09
