#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 7.718734293045505e-12
-0.1600397325493395 , 5.69689744534e-11
-0.15855225300416 , 7.61865566947e-11
-0.15704972468317 , 9.54041389361e-11
-0.15553214851767 , 1.14621721177e-10
-0.15399952450767002 , 1.33839303419e-10
-0.15245185311884 , 1.5305688566e-10
-0.15088913481683 , 1.72274467902e-10
-0.1493113700673 , 1.91492050143e-10
0.33999999999999997 , 3.384e-09
0.84 , 5.256e-09
1.1900000000000002 , 6.312e-09
1.84 , 7.968e-09
2.34 , 9.072e-09
2.84 , 1.008e-08
3.34 , 1.1016e-08
3.84 , 1.188e-08
