#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.8500272674274887e-13
-0.790035657598346 , 2.78560530406e-12
-0.7888784190936701 , 4.49886754026e-12
-0.78769371088769 , 6.21212977647e-12
-0.7864815408166 , 7.92539201267e-12
-0.78524191669479 , 9.63865424887e-12
-0.78397484628571 , 1.13519164851e-11
-0.78268033743283 , 1.30651787213e-11
-0.7813583978923301 , 1.47784409575e-11
-0.29000000000000004 , 2.6e-10
0.20999999999999996 , 3.91e-10
0.56 , 4.64e-10
1.21 , 5.8e-10
1.71 , 6.58e-10
2.21 , 7.29e-10
2.71 , 7.95e-10
3.21 , 8.56e-10
