#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.6504513944620038e-10
-0.18 , 3.17478579869e-09
-0.1789996139775 , 3.21316085836e-09
-0.17713623413118 , 3.25153591804e-09
-0.17441013636532998 , 3.28991097771e-09
-0.17082159629324 , 3.32828603738e-09
-0.1663708893536 , 3.36666109706e-09
-0.1610582908685 , 3.40503615673e-09
-0.1548840758693 , 3.4434112164e-09
0.32 , 4.42e-09
0.8200000000000001 , 4.95e-09
1.1700000000000002 , 5.23e-09
1.82 , 5.68e-09
2.32 , 5.98e-09
2.82 , 6.25e-09
3.32 , 6.5e-09
3.82 , 6.73e-09
