#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 5.957355821706389e-10
-0.23 , 5.74491229331e-09
-0.22834710708819 , 5.84162144573e-09
-0.22366629816359002 , 5.93833059816e-09
-0.2159585029189 , 6.03503975058e-09
-0.20522465058140002 , 6.13174890301e-09
-0.19146566991230002 , 6.22845805543e-09
-0.1746824890329 , 6.32516720786e-09
-0.15487603571500003 , 6.42187636028e-09
0.27 , 7.47e-09
0.77 , 8.17e-09
1.12 , 8.56e-09
1.77 , 9.16e-09
2.27 , 9.56e-09
2.77 , 9.93e-09
3.27 , 1.03e-08
3.77 , 1.06e-08
