#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.5557659970788883e-12
-1.11 , 1.00478684389e-11
-1.10839520081878 , 1.5292109246e-11
-1.1067814388655801 , 2.0536350053e-11
-1.1051587145769701 , 2.57805908601e-11
-1.1035270283167502 , 3.10248316672e-11
-1.1018863805069101 , 3.62690724743e-11
-1.10023677154037 , 4.15133132814e-11
-1.0985782018391002 , 4.67575540883e-11
-0.6100000000000001 , 1.036e-09
-0.1100000000000001 , 1.6744e-09
0.24 , 2.0412e-09
0.8899999999999999 , 2.6208e-09
1.39 , 2.996e-09
1.89 , 3.36e-09
2.3899999999999997 , 3.696e-09
2.8899999999999997 , 4.004e-09
