#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.8355380377513314e-11
-0.2100240652007051 , 6.25376027205e-09
-0.20984650645637898 , 6.28324972838e-09
-0.20911061170860198 , 6.31273918471e-09
-0.20781647635973 , 6.34222864103e-09
-0.20596419560839 , 6.37171809736e-09
-0.20355386479874 , 6.40120755369e-09
-0.20058557901298998 , 6.43069701002e-09
-0.19705943353709998 , 6.46018646635e-09
0.29000000000000004 , 7.47e-09
0.79 , 7.97e-09
1.1400000000000001 , 8.24e-09
1.79 , 8.67e-09
2.29 , 8.96e-09
2.79 , 9.21e-09
3.29 , 9.45e-09
3.79 , 9.67e-09
