#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 4.520501031815349e-11
-0.8000614477139607 , 1.35819083435e-09
-0.7997325554868441 , 1.3665014072e-09
-0.79792186388004 , 1.37481198004e-09
-0.79463169941373 , 1.38312255289e-09
-0.7898643825109001 , 1.39143312573e-09
-0.7836222275335001 , 1.39974369858e-09
-0.7759075428083 , 1.40805427142e-09
-0.7667226306265 , 1.41636484426e-09
-0.30000000000000004 , 1.57e-09
0.19999999999999996 , 1.66e-09
0.55 , 1.71e-09
1.2 , 1.79e-09
1.7 , 1.84e-09
2.2 , 1.88e-09
2.7 , 1.93e-09
3.2 , 1.97e-09
