#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.5190079016231937e-10
-0.1800507846852997 , 2.79849297491e-09
-0.17990416016953528 , 2.80606254787e-09
-0.179436139376485 , 2.81363212084e-09
-0.17864684442582 , 2.8212016938e-09
-0.17753639738628 , 2.82877126677e-09
-0.17610492024658 , 2.83634083973e-09
-0.17435253490083 , 2.8439104127e-09
-0.17227936319221 , 2.85147998566e-09
0.32 , 3.21e-09
0.8200000000000001 , 3.38e-09
1.1700000000000002 , 3.47e-09
1.82 , 3.62e-09
2.32 , 3.72e-09
2.82 , 3.81e-09
3.32 , 3.89e-09
3.82 , 3.97e-09
