#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.701537465388093e-10
-0.2 , 2.61861774545e-09
-0.19505117665103 , 2.64102704724e-09
-0.1834125651541 , 2.66343634902e-09
-0.1651015934578 , 2.68584565081e-09
-0.14013561478640002 , 2.7082549526e-09
-0.10853190806960002 , 2.73066425439e-09
-0.07030767841500002 , 2.75307355618e-09
-0.025480057552 , 2.77548285797e-09
0.3 , 2.89e-09
0.8 , 3e-09
1.1500000000000001 , 3.06e-09
1.8 , 3.16e-09
2.3 , 3.22e-09
2.8 , 3.28e-09
3.3 , 3.33e-09
3.8 , 3.38e-09
