#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 7.135552321064659e-13
-0.1999595227927784 , 8.38357829195e-12
-0.200245315932261 , 1.92290436539e-11
-0.2000822215733933 , 3.00745090159e-11
-0.19947040840197602 , 4.09199743779e-11
-0.19841004498012002 , 5.17654397398e-11
-0.19690129976807 , 6.26109051018e-11
-0.19494434109511002 , 7.34563704638e-11
-0.19253933723230002 , 8.43018358257e-11
0.3 , 5.18e-10
0.8 , 7.23e-10
1.1500000000000001 , 8.37e-10
1.8 , 1.01e-09
2.3 , 1.13e-09
2.8 , 1.24e-09
3.3 , 1.34e-09
3.8 , 1.43e-09
