#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.0454477619634162e-10
-0.4800028102658689 , 9.64478468969e-10
-0.47062482320005 , 1.12073821881e-09
-0.4536858911929 , 1.27699796865e-09
-0.4291894239327 , 1.43325771849e-09
-0.39713882854669996 , 1.58951746833e-09
-0.35753750960099995 , 1.74577721817e-09
-0.31038886875099997 , 1.90203696801e-09
-0.2556963055 , 2.05829671785e-09
0.020000000000000018 , 2.64e-09
0.52 , 3.37e-09
0.8700000000000001 , 3.76e-09
1.52 , 4.38e-09
2.02 , 4.79e-09
2.52 , 5.16e-09
3.02 , 5.5e-09
3.52 , 5.82e-09
