#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.2106992878757618e-12
-0.5000011307420209 , 9.00369245517e-12
-0.49895341222873 , 1.66126224765e-11
-0.49788789014565 , 2.42215524979e-11
-0.4968045646674 , 3.18304825192e-11
-0.49570343625965 , 3.94394125406e-11
-0.49458450544626 , 4.70483425619e-11
-0.49344777240185 , 5.46572725833e-11
-0.49229323782492 , 6.22662026046e-11
0.0 , 1.38e-09
0.5 , 2.08e-09
0.8500000000000001 , 2.47e-09
1.5 , 3.08e-09
2.0 , 3.49e-09
2.5 , 3.85e-09
3.0 , 4.19e-09
3.5 , 4.51e-09
