#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 8.688350008750924e-11
-0.8800536943116458 , 1.423596661e-09
-0.87887462926563 , 1.43783262761e-09
-0.87608056918078 , 1.45206859422e-09
-0.87167408904759 , 1.46630456083e-09
-0.8656577568135 , 1.48054052744e-09
-0.8580341328878001 , 1.49477649405e-09
-0.8488057707244 , 1.50901246066e-09
-0.8379752162535 , 1.52324842727e-09
-0.38 , 1.77e-09
0.12 , 1.91e-09
0.4700000000000001 , 1.99e-09
1.12 , 2.12e-09
1.62 , 2.2e-09
2.12 , 2.28e-09
2.62 , 2.35e-09
3.12 , 2.42e-09
