#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.2591883599573428e-12
-0.80812768679112 , 2.54453874437e-11
-0.80624785012566 , 5.08522926348e-11
-0.8043536734208501 , 7.62591978259e-11
-0.80244515690953 , 1.01666103017e-10
-0.80052230082452 , 1.27073008208e-10
-0.7985851051658001 , 1.52479913399e-10
-0.7966335703991001 , 1.7788681859e-10
-0.31000000000000005 , 4.08e-09
0.18999999999999995 , 6.552e-09
0.54 , 7.944e-09
1.19 , 1.0176e-08
1.69 , 1.1664e-08
2.19 , 1.3008e-08
2.69 , 1.4232e-08
3.19 , 1.5384e-08
