#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.2021221870178773e-14
-0.2 , 1.18136182015e-13
-0.19889017309761 , 1.48287080627e-12
-0.19777882211492 , 2.84760543052e-12
-0.19666594708106 , 4.21234005478e-12
-0.19555154811242 , 5.57707467901e-12
-0.19443562523811 , 6.94180930327e-12
-0.19331817854545 , 8.30654392753e-12
-0.1921992081363 , 9.67127855176e-12
0.3 , 4.872e-10
0.8 , 8.428e-10
1.1500000000000001 , 1.0556e-09
1.8 , 1.4028e-09
2.3 , 1.638e-09
2.8 , 1.8536e-09
3.3 , 2.0552e-09
3.8 , 2.2456e-09
