#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.7895473283246883e-13
-0.39735015774786003 , 2.36722785932e-12
-0.39465869227424 , 4.72943450709e-12
-0.39192561156815003 , 7.09164115486e-12
-0.38915092358950004 , 9.45384780262e-12
-0.38633463628360004 , 1.18160544504e-11
-0.38347675763940003 , 1.41782610982e-11
-0.3805772956024 , 1.65404677459e-11
0.09999999999999998 , 2.4e-10
0.6 , 3.8e-10
0.9500000000000001 , 4.59e-10
1.6 , 5.83e-10
2.1 , 6.67e-10
2.6 , 7.42e-10
3.1 , 8.13e-10
3.6 , 8.78e-10
