#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.1399411898607014e-15
-0.51 , 1.87801225313e-14
-0.50750348688394 , 9.88818494867e-12
-0.50485467946215 , 1.97575897748e-11
-0.50205359957705 , 2.96269946009e-11
-0.4991002691584 , 3.94963994271e-11
-0.4959947100776 , 4.93658042532e-11
-0.492736944221 , 5.92352090794e-11
-0.4893269934453 , 6.91046139055e-11
-0.010000000000000009 , 6.4e-10
0.49 , 9.54e-10
0.8400000000000001 , 1.13e-09
1.49 , 1.4e-09
1.99 , 1.59e-09
2.49 , 1.75e-09
2.99 , 1.9e-09
3.49 , 2.04e-09
