#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.6168303392025058e-14
-0.16 , 1.9539859907e-13
-0.15267484637676002 , 3.54168464524e-11
-0.14478999553480001 , 7.06382943057e-11
-0.1363455287903 , 1.05859742159e-10
-0.1273415277502 , 1.41081190012e-10
-0.1177780738473 , 1.76302637866e-10
-0.1076552486303 , 2.11524085719e-10
-0.0969731335319 , 2.46745533572e-10
0.33999999999999997 , 1.09e-09
0.84 , 1.66e-09
1.1900000000000002 , 1.99e-09
1.84 , 2.49e-09
2.34 , 2.83e-09
2.84 , 3.13e-09
3.34 , 3.41e-09
3.84 , 3.67e-09
