#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.3864942313872511e-11
-0.54 , 1.03597644354e-09
-0.539688803523895 , 1.04743260168e-09
-0.53879602863803 , 1.05888875982e-09
-0.53732212456001 , 1.07034491797e-09
-0.53526753988175 , 1.08180107611e-09
-0.53263272252574 , 1.09325723425e-09
-0.5294181198033 , 1.1047133924e-09
-0.5256241783855 , 1.11616955054e-09
-0.040000000000000036 , 1.5e-09
0.45999999999999996 , 1.69e-09
0.81 , 1.8e-09
1.46 , 1.97e-09
1.96 , 2.08e-09
2.46 , 2.18e-09
2.96 , 2.27e-09
3.46 , 2.36e-09
