#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.249640047261114e-10
-2.06999589798972 , 4.22281025741e-09
-2.069516950338148 , 4.23864258002e-09
-2.0682360035064598 , 4.25447490263e-09
-2.0661536146583996 , 4.27030722523e-09
-2.0632703403756 , 4.28613954784e-09
-2.059586736483 , 4.30197187045e-09
-2.0551033582236 , 4.31780419306e-09
-2.0498207600251996 , 4.33363651567e-09
-1.5699999999999998 , 4.77e-09
-1.0699999999999998 , 4.99e-09
-0.7199999999999998 , 5.12e-09
-0.06999999999999984 , 5.31e-09
0.43000000000000016 , 5.44e-09
0.9300000000000002 , 5.56e-09
1.4300000000000002 , 5.67e-09
1.9300000000000002 , 5.77e-09
