#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 5.297887777530253e-10
-0.02 , 3.71207329017e-09
-0.01806340612122 , 3.72869383732e-09
-0.01362523138552 , 3.74531438447e-09
-0.0066889109326 , 3.76193493161e-09
0.0027421279850999986 , 3.77855547876e-09
0.0146644660094 , 3.79517602591e-09
0.029074691625700002 , 3.81179657305e-09
0.04596940114829999 , 3.8284171202e-09
0.48 , 4.04e-09
0.98 , 4.17e-09
1.33 , 4.24e-09
1.98 , 4.36e-09
2.48 , 4.44e-09
2.98 , 4.51e-09
3.48 , 4.57e-09
3.98 , 4.63e-09
