#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.6483977068359714e-12
-0.5000155636807904 , 2.18325030836e-11
-0.49873076868244 , 3.14804807153e-11
-0.4974180595018 , 4.11284583471e-11
-0.49607743695378 , 5.07764359788e-11
-0.49470890191151 , 6.04244136105e-11
-0.49331245489884 , 7.00723912422e-11
-0.4918880967889 , 7.97203688739e-11
-0.49043582845479 , 8.93683465056e-11
0.0 , 1.41e-09
0.5 , 2.13e-09
0.8500000000000001 , 2.52e-09
1.5 , 3.14e-09
2.0 , 3.55e-09
2.5 , 3.92e-09
3.0 , 4.27e-09
3.5 , 4.59e-09
