#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.385341563273367e-12
-0.5 , 3.1126126092e-11
-0.49870033282787 , 3.81602582143e-11
-0.49738503363915 , 4.51943903366e-11
-0.49605410272488 , 5.22285224589e-11
-0.49470754043432 , 5.92626545812e-11
-0.4933453471167 , 6.62967867035e-11
-0.49196752312128 , 7.33309188258e-11
-0.49057406873908 , 8.03650509481e-11
0.0 , 1.28e-09
0.5 , 1.97e-09
0.8500000000000001 , 2.35e-09
1.5 , 2.95e-09
2.0 , 3.35e-09
2.5 , 3.71e-09
3.0 , 4.04e-09
3.5 , 4.35e-09
