#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.1488855750447493e-15
-0.0999373171740444 , 1.36061326592e-14
-0.09080263848009 , 1.92932455176e-12
-0.0816173086801 , 3.84504297086e-12
-0.0723813404889 , 5.76076138995e-12
-0.0630947466248 , 7.67647980905e-12
-0.0537575398062 , 9.59219822815e-12
-0.044369732729700004 , 1.15079166472e-11
-0.0349313381063 , 1.34236350663e-11
0.4 , 9.2e-11
0.9 , 1.67e-10
1.25 , 2.13e-10
1.9 , 2.9e-10
2.4 , 3.43e-10
2.9 , 3.92e-10
3.4 , 4.39e-10
3.9 , 4.83e-10
