#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.5005266831145738e-11
-0.070104294391349 , 1.01232031963e-10
-0.06831171170808001 , 1.29520567488e-10
-0.0664266133029 , 1.57809103014e-10
-0.06444900965318001 , 1.8609763854e-10
-0.062378910770640006 , 2.14386174066e-10
-0.06021632783115001 , 2.4267470959e-10
-0.057961270380800005 , 2.70963245116e-10
-0.055613749828200006 , 2.99251780642e-10
0.43 , 2.48e-09
0.9299999999999999 , 3.64e-09
1.28 , 4.28e-09
1.93 , 5.3e-09
2.43 , 5.96e-09
2.93 , 6.58e-09
3.43 , 7.12e-09
3.93 , 7.64e-09
