#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.0168775203486215e-14
-0.12 , 3.2260978424e-12
-0.11844693040359 , 9.68099457587e-12
-0.11685063534706999 , 1.61358913093e-11
-0.11521111750801 , 2.25907880428e-11
-0.11352837952028 , 2.90456847763e-11
-0.11180242407601 , 3.55005815097e-11
-0.11003325379454 , 4.19554782432e-11
-0.10822087136799999 , 4.84103749767e-11
0.38 , 7.59e-10
0.88 , 1.14e-09
1.23 , 1.36e-09
1.88 , 1.69e-09
2.38 , 1.91e-09
2.88 , 2.11e-09
3.38 , 2.3e-09
3.88 , 2.47e-09
