#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.975609639249001e-10
-1.47 , 4.67301924991e-09
-1.469584828910884 , 4.69729600746e-09
-1.467942838585 , 4.72157276501e-09
-1.46507490574615 , 4.74584952255e-09
-1.46098190583754 , 4.7701262801e-09
-1.4556647129636 , 4.79440303765e-09
-1.4491242003556999 , 4.8186797952e-09
-1.441361240081 , 4.84295655275e-09
-0.97 , 5.36e-09
-0.47 , 5.63e-09
-0.11999999999999988 , 5.79e-09
0.53 , 6.03e-09
1.03 , 6.19e-09
1.53 , 6.34e-09
2.0300000000000002 , 6.47e-09
2.5300000000000002 , 6.59e-09
