#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.039325453214391e-15
-0.14 , 2.75581057084e-13
-0.13328959919512 , 5.24661863118e-11
-0.1265248883143 , 1.04656791567e-10
-0.11970586875450001 , 1.56847396821e-10
-0.11283254144710002 , 2.09038002076e-10
-0.10590490872040001 , 2.61228607332e-10
-0.09892297104000002 , 3.13419212586e-10
-0.0918867302686 , 3.6560981784e-10
0.36 , 3.1e-09
0.86 , 5.36e-09
1.21 , 6.72e-09
1.8599999999999999 , 8.9e-09
2.36 , 1.038e-08
2.86 , 1.174e-08
3.36 , 1.3e-08
3.86 , 1.418e-08
