#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.413036610635498e-14
-0.61 , 4.29453601152e-13
-0.6087634273275 , 4.7347333196e-12
-0.60749718101521 , 9.04001303804e-12
-0.60620126296941 , 1.33452927565e-11
-0.60487567511096 , 1.76505724749e-11
-0.60352041940438 , 2.19558521934e-11
-0.60213549775595 , 2.62611319118e-11
-0.60072091207199 , 3.05664116303e-11
-0.10999999999999999 , 6.13e-10
0.39 , 9.23e-10
0.7400000000000001 , 1.1e-09
1.3900000000000001 , 1.37e-09
1.8900000000000001 , 1.55e-09
2.39 , 1.71e-09
2.89 , 1.86e-09
3.39 , 2e-09
