#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 4.562072737374834e-14
-0.12 , 4.28566393712e-13
-0.11826220581235 , 9.33783164664e-13
-0.11651127481411 , 1.43899993562e-12
-0.11474721393925999 , 1.94421670657e-12
-0.11297003011088 , 2.44943347752e-12
-0.11117973025203999 , 2.95465024847e-12
-0.1093763212785 , 3.45986701942e-12
-0.10755981008429999 , 3.96508379037e-12
0.38 , 8.72e-11
0.88 , 1.41e-10
1.23 , 1.72e-10
1.88 , 2.23e-10
2.38 , 2.57e-10
2.88 , 2.89e-10
3.38 , 3.18e-10
3.88 , 3.46e-10
