#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.1995079286673133e-12
-0.15891230463050002 , 2.60660451122e-11
-0.1474975053733 , 5.2132068144e-11
-0.13575031970860002 , 7.81980911758e-11
-0.12367078890560002 , 1.04264114208e-10
-0.11125895417530002 , 1.30330137239e-10
-0.09851485632130001 , 1.56396160271e-10
-0.08543853678740002 , 1.82462183303e-10
0.32999999999999996 , 7.98e-10
0.83 , 1.31e-09
1.1800000000000002 , 1.6e-09
1.83 , 2.07e-09
2.33 , 2.39e-09
2.83 , 2.67e-09
3.33 , 2.93e-09
3.83 , 3.18e-09
