#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.940317742590952e-13
-0.14 , 5.1976707249e-12
-0.1384870152548 , 1.4623899578e-11
-0.13696769774891002 , 2.4050128431e-11
-0.13544204771519 , 3.3476357284e-11
-0.13391006492078 , 4.29025861372e-11
-0.13237175006419002 , 5.23288149902e-11
-0.13082710314542 , 6.17550438432e-11
-0.12927612416450002 , 7.11812726962e-11
0.36 , 2.08e-09
0.86 , 3.42e-09
1.21 , 4.18e-09
1.8599999999999999 , 5.42e-09
2.36 , 6.24e-09
2.86 , 6.98e-09
3.36 , 7.66e-09
3.86 , 8.32e-09
