#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 6.0891551526777085e-15
-0.5000305486028083 , 7.41428062014e-14
-0.49713249085471 , 2.37455967764e-11
-0.49406564497622 , 4.74170507467e-11
-0.49083002231782 , 7.10885047169e-11
-0.4874256346375 , 9.47599586872e-11
-0.4838524931693 , 1.18431412657e-10
-0.4801106092636 , 1.42102866628e-10
-0.4761999945622 , 1.65774320598e-10
0.0 , 1.43e-09
0.5 , 2.14e-09
0.8500000000000001 , 2.54e-09
1.5 , 3.16e-09
2.0 , 3.57e-09
2.5 , 3.94e-09
3.0 , 4.28e-09
3.5 , 4.6e-09
