#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.1270182673644544e-10
-0.2899958979897201 , 1.695907733899598e-09
-0.289516950338148 , 1.7022660963935742e-09
-0.28823600350646 , 1.7086244588875499e-09
-0.2861536146584 , 1.71498282137751e-09
-0.2832703403756 , 1.7213411838714857e-09
-0.279586736483 , 1.7276995463654619e-09
-0.2751033582236 , 1.7340579088594376e-09
-0.2698207600252 , 1.7404162713534137e-09
0.21000000000000002 , 1.9156626506024096e-09
0.71 , 2.004016064257028e-09
1.06 , 2.056224899598393e-09
1.71 , 2.1325301204819274e-09
2.21 , 2.184738955823293e-09
2.71 , 2.23293172690763e-09
3.21 , 2.2771084337349393e-09
3.71 , 2.3172690763052206e-09
