#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.2126723965384748e-14
-0.100759241534979 , 9.74063956121e-14
-0.09081712526822 , 1.38094340058e-11
-0.0799947432766 , 2.7521461616e-11
-0.06829269068990002 , 4.12334892263e-11
-0.055711561924500004 , 5.49455168365e-11
-0.0422519506043 , 6.86575444467e-11
-0.027914449625000004 , 8.23695720569e-11
-0.012699651111300003 , 9.60815996671e-11
0.4 , 3.32e-10
0.9 , 5.12e-10
1.25 , 6.13e-10
1.9 , 7.71e-10
2.4 , 8.76e-10
2.9 , 9.72e-10
3.4 , 1.06e-09
3.9 , 1.14e-09
