#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 5.6350019693992704e-11
-0.0500379251068807 , 1.50827476243e-09
-0.049571586522507004 , 1.52335751006e-09
-0.047776981457720004 , 1.53844025768e-09
-0.04465516122291 , 1.55352300531e-09
-0.04020717570966 , 1.56860575293e-09
-0.034434073470800006 , 1.58368850055e-09
-0.0273369015893 , 1.59877124818e-09
-0.018916705809500004 , 1.6138539958e-09
0.45 , 1.92e-09
0.95 , 2.08e-09
1.3 , 2.17e-09
1.95 , 2.32e-09
2.45 , 2.42e-09
2.95 , 2.5e-09
3.45 , 2.58e-09
3.95 , 2.66e-09
