#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.1287417002528783e-14
-0.800109354965389 , 1.40870775851e-13
-0.7959079585969401 , 3.4829824687e-11
-0.79167962744832 , 6.95187785981e-11
-0.7874243610539 , 1.04207732509e-10
-0.7831421610434001 , 1.3889668642e-10
-0.778833027184 , 1.73585640331e-10
-0.7744969606400001 , 2.08274594242e-10
-0.7701339621097001 , 2.42963548154e-10
-0.30000000000000004 , 3.144e-09
0.19999999999999996 , 5.376e-09
0.55 , 6.672e-09
1.2 , 8.784e-09
1.7 , 1.02e-08
2.2 , 1.1496e-08
2.7 , 1.2696e-08
3.2 , 1.3824e-08
