#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 7.873666369674775e-14
-0.1400133430585265 , 1.29601392729e-12
-0.13848093045875 , 1.09062677332e-11
-0.13694637302309 , 2.0516521539e-11
-0.13540967145003002 , 3.0126775345e-11
-0.13387082550675 , 3.97370291508e-11
-0.13232983542606003 , 4.93472829566e-11
-0.13078670074232002 , 5.89575367626e-11
-0.12924142168830002 , 6.85677905684e-11
0.36 , 2.6e-09
0.86 , 4.6e-09
1.21 , 5.8e-09
1.8599999999999999 , 7.76e-09
2.36 , 9.1e-09
2.86 , 1.032e-08
3.36 , 1.148e-08
3.86 , 1.254e-08
