#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.7562011003374345e-10
-0.3000354980948032 , 2.84211810988e-09
-0.29814605092978996 , 2.87053929098e-09
-0.291457131895 , 2.89896047207e-09
-0.2799760514798 , 2.92738165317e-09
-0.2637101015396 , 2.95580283427e-09
-0.2426665553328 , 2.98422401537e-09
-0.21685266756389998 , 3.01264519647e-09
-0.18627567455799998 , 3.04106637757e-09
0.2 , 3.25e-09
0.7 , 3.42e-09
1.05 , 3.51e-09
1.7 , 3.65e-09
2.2 , 3.75e-09
2.7 , 3.83e-09
3.2 , 3.91e-09
3.7 , 3.99e-09
