#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 7.809242467512043e-14
-0.6 , 4.03138531246e-12
-0.59816666624974 , 1.02698762401e-11
-0.5962703638011599 , 1.65083671678e-11
-0.59431109860598 , 2.27468580954e-11
-0.59228887663048 , 2.89853490231e-11
-0.5902037038700699 , 3.52238399507e-11
-0.5880555863056 , 4.14623308784e-11
-0.5858445299032999 , 4.7700821806e-11
-0.09999999999999998 , 6.13e-10
0.4 , 9.21e-10
0.7500000000000001 , 1.09e-09
1.4 , 1.36e-09
1.9 , 1.54e-09
2.4 , 1.7e-09
2.9 , 1.85e-09
3.4 , 1.99e-09
