#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 6.169614053708798e-15
-0.12 , 9.36324078615e-14
-0.11368015333312 , 1.88139430061e-11
-0.1069510617718 , 3.75342536043e-11
-0.09981281393729999 , 5.62545642025e-11
-0.09226549845069999 , 7.49748748007e-11
-0.08430920396229999 , 9.36951853989e-11
-0.07594401899139999 , 1.12415495997e-10
-0.067170032101 , 1.31135806595e-10
0.38 , 6.72e-10
0.88 , 1.03e-09
1.23 , 1.23e-09
1.88 , 1.55e-09
2.38 , 1.75e-09
2.88 , 1.94e-09
3.38 , 2.12e-09
3.88 , 2.28e-09
