#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 7.697396656982891e-19
-0.0299748402296973 , 4.76739472576e-18
-0.028891709601589998 , 3.18810339749e-13
-0.02778665344638 , 6.37615912103e-13
-0.02665969712441 , 9.56421484457e-13
-0.025510865959659998 , 1.27522705681e-12
-0.02434018520333 , 1.59403262916e-12
-0.02314768006661 , 1.91283820152e-12
-0.02193337568795 , 2.23164377387e-12
0.47 , 5.45e-11
0.97 , 8.43e-11
1.32 , 1.02e-10
1.97 , 1.29e-10
2.47 , 1.47e-10
2.97 , 1.64e-10
3.47 , 1.79e-10
3.97 , 1.94e-10
