#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 7.178663429206362e-14
-0.15 , 4.46116494968e-13
-0.14223654065281 , 5.67635116098e-11
-0.1344089699909 , 1.13080906725e-10
-0.1265172894113 , 1.6939830184e-10
-0.11856150077659999 , 2.25715696954e-10
-0.11054160618219999 , 2.8203309207e-10
-0.10245760702529999 , 3.38350487184e-10
-0.09430950540119999 , 3.946678823e-10
0.35 , 2.96e-09
0.85 , 5.16e-09
1.2000000000000002 , 6.48e-09
1.85 , 8.62e-09
2.35 , 1.008e-08
2.85 , 1.14e-08
3.35 , 1.264e-08
3.85 , 1.382e-08
