#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.8772388902784866e-14
-0.16 , 5.53443501639e-13
-0.15844977725297 , 5.04784451535e-12
-0.15688995420001 , 9.54224552905e-12
-0.15532053095754 , 1.40366465428e-11
-0.15374150781659002 , 1.85310475565e-11
-0.15215288501000002 , 2.30254485702e-11
-0.15055466253776 , 2.75198495839e-11
-0.1489468408073 , 3.20142505976e-11
0.33999999999999997 , 8.76e-10
0.84 , 1.41e-09
1.1900000000000002 , 1.71e-09
1.84 , 2.19e-09
2.34 , 2.51e-09
2.84 , 2.8e-09
3.34 , 3.07e-09
3.84 , 3.32e-09
