#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.7541494829837456e-10
-0.5 , 2.20975301744e-09
-0.499725709669292 , 2.23140561292e-09
-0.49888773041312 , 2.25305820839e-09
-0.49748628219822 , 2.27471080386e-09
-0.49552158475854 , 2.29636339933e-09
-0.49299385759514003 , 2.3180159948e-09
-0.4899033202091 , 2.33966859028e-09
-0.4862501915777 , 2.36132118575e-09
0.0 , 3.1e-09
0.5 , 3.46e-09
0.8500000000000001 , 3.67e-09
1.5 , 3.98e-09
2.0 , 4.19e-09
2.5 , 4.38e-09
3.0 , 4.56e-09
3.5 , 4.72e-09
