#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.3611537660082476e-14
-0.809983842484653 , 1.1853039026e-11
-0.7997001469508 , 1.07523454769e-10
-0.7892164908722 , 2.03193870511e-10
-0.7785328863561001 , 2.98864286254e-10
-0.7676493436471 , 3.94534701996e-10
-0.7565658743866001 , 4.90205117738e-10
-0.7452824897505 , 5.85875533481e-10
-0.7337992009148 , 6.81545949223e-10
-0.31000000000000005 , 3.432e-09
0.18999999999999995 , 5.76e-09
0.54 , 7.104e-09
1.19 , 9.264e-09
1.69 , 1.0728e-08
2.19 , 1.2048e-08
2.69 , 1.3272e-08
3.19 , 1.4424e-08
