#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 7.458471158566818e-13
-0.1700392062938772 , 5.57295130972e-12
-0.15908149002820002 , 4.50615749176e-11
-0.14740248724590002 , 8.45501985254e-11
-0.1350023223367 , 1.24038822133e-10
-0.12188111951570002 , 1.63527445741e-10
-0.10803900334750001 , 2.03016069349e-10
-0.09347609804710001 , 2.42504692957e-10
-0.07819252782970001 , 2.81993316565e-10
0.32999999999999996 , 9.9e-10
0.83 , 1.55e-09
1.1800000000000002 , 1.86e-09
1.83 , 2.36e-09
2.33 , 2.68e-09
2.83 , 2.98e-09
3.33 , 3.26e-09
3.83 , 3.51e-09
