#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 9.82549285789708e-14
-0.5 , 1.57607294121e-12
-0.49888035457116 , 6.32189097906e-12
-0.49775338440668 , 1.10677090169e-11
-0.49661908944836 , 1.58135270547e-11
-0.49547746981261 , 2.05593450926e-11
-0.49432852561586 , 2.53051631304e-11
-0.49317225703271 , 3.00509811683e-11
-0.49200866400497 , 3.47967992061e-11
0.0 , 1.14e-09
0.5 , 1.8e-09
0.8500000000000001 , 2.17e-09
1.5 , 2.76e-09
2.0 , 3.15e-09
2.5 , 3.51e-09
3.0 , 3.83e-09
3.5 , 4.14e-09
