#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 7.629954190897997e-15
-0.20000141543569044 , 6.80802891247e-14
-0.19410915774934 , 1.49415181917e-11
-0.18814906005280002 , 2.98149560943e-11
-0.1821211302624 , 4.46883939967e-11
-0.1760253762506 , 5.95618318991e-11
-0.16986180590470001 , 7.44352698018e-11
-0.1636304271407 , 8.93087077042e-11
-0.157331247846 , 1.04182145607e-10
0.3 , 9.156e-10
0.8 , 1.54e-09
1.1500000000000001 , 1.9012e-09
1.8 , 2.4836e-09
2.3 , 2.884e-09
2.8 , 3.22e-09
3.3 , 3.556e-09
3.8 , 3.864e-09
