#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 4.963697369901959e-13
-0.14 , 5.12766164604e-12
-0.13875340238214 , 1.19347561332e-11
-0.13749780935235 , 1.87418506204e-11
-0.13623322102707 , 2.55489451076e-11
-0.13495963763911 , 3.23560395948e-11
-0.1336770593049 , 3.9163134082e-11
-0.13238548590802002 , 4.59702285692e-11
-0.13108491779771 , 5.27773230564e-11
0.36 , 1.48e-09
0.86 , 2.33e-09
1.21 , 2.81e-09
1.8599999999999999 , 3.57e-09
2.36 , 4.08e-09
2.86 , 4.53e-09
3.36 , 4.96e-09
3.86 , 5.35e-09
