#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.5586791731207727e-12
-0.01000114260183182 , 2.45006384961e-10
-0.009854148220038 , 2.47833252121e-10
-0.00890584147215 , 2.50660119282e-10
-0.00715951635881 , 2.53486986443e-10
-0.00461844261532 , 2.56313853603e-10
-0.001285865944520001 , 2.59140720764e-10
0.002834991692199999 , 2.61967587925e-10
0.0077409318276 , 2.64794455086e-10
0.49 , 3.46e-10
0.99 , 3.9e-10
1.34 , 4.14e-10
1.99 , 4.54e-10
2.49 , 4.8e-10
2.99 , 5.05e-10
3.49 , 5.26e-10
3.99 , 5.47e-10
