#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 9.343578458536043e-14
-0.16999587080674247 , 2.34005960832e-12
-0.16879209080245 , 8.83267351709e-12
-0.16756637745304 , 1.53252874259e-11
-0.16631873128237 , 2.18179013346e-11
-0.16504915316356 , 2.83105152434e-11
-0.16375764367869 , 3.48031291522e-11
-0.16244420370087 , 4.12957430609e-11
-0.16110883375397 , 4.77883569697e-11
0.32999999999999996 , 1.05e-09
0.83 , 1.58e-09
1.1800000000000002 , 1.89e-09
1.83 , 2.36e-09
2.33 , 2.67e-09
2.83 , 2.95e-09
3.33 , 3.21e-09
3.83 , 3.46e-09
