#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.0271495147715811e-14
-0.3000077509175753 , 1.40088404034e-13
-0.29108724988764 , 2.04076492244e-11
-0.2820398351003 , 4.06752100448e-11
-0.2728655268555 , 6.09427708652e-11
-0.2635643454676 , 8.12103316856e-11
-0.2541363113094 , 1.01477892506e-10
-0.24458144465169998 , 1.21745453326e-10
-0.23489976582349997 , 1.42013014146e-10
0.2 , 8.624e-10
0.7 , 1.4672e-09
1.05 , 1.8228e-09
1.7 , 2.394e-09
2.2 , 2.7776e-09
2.7 , 3.136e-09
3.2 , 3.472e-09
3.7 , 3.752e-09
