#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 4.012603463422068e-15
-0.2999571692715108 , 3.14826816705e-13
-0.2892938252306 , 2.71203580534e-12
-0.2785547237334 , 5.10924479398e-12
-0.2677398870408 , 7.50645378262e-12
-0.2568493373918 , 9.90366277126e-12
-0.24588309701789998 , 1.23008717599e-11
-0.23484118813649998 , 1.46980807485e-11
-0.2237236329573 , 1.70952897372e-11
0.2 , 9.79e-11
0.7 , 1.76e-10
1.05 , 2.24e-10
1.7 , 3.04e-10
2.2 , 3.59e-10
2.7 , 4.1e-10
3.2 , 4.58e-10
3.7 , 5.03e-10
