#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 8.050003546776324e-16
-0.16 , 5.2336052778e-15
-0.1587601970206 , 5.40191956522e-12
-0.15750719574513 , 1.07986055252e-11
-0.15624099629 , 1.61952914851e-11
-0.15496159906266 , 2.15919774451e-11
-0.15366900435416 , 2.6988663405e-11
-0.15236321239732 , 3.2385349365e-11
-0.15104422354139 , 3.77820353249e-11
0.33999999999999997 , 1.03e-09
0.84 , 1.6e-09
1.1900000000000002 , 1.92e-09
1.84 , 2.42e-09
2.34 , 2.75e-09
2.84 , 3.06e-09
3.34 , 3.33e-09
3.84 , 3.59e-09
