#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.1880282662759274e-12
-0.19990127896671772 , 2.75650688459e-10
-0.2000215164182009 , 2.78407195344e-10
-0.199331422935938 , 2.81163702228e-10
-0.19783522368671 , 2.83920209113e-10
-0.19553710409236 , 2.86676715997e-10
-0.19244121033553002 , 2.89433222882e-10
-0.1885516499198 , 2.92189729767e-10
-0.18387249215010001 , 2.94946236651e-10
0.3 , 3.76e-10
0.8 , 4.19e-10
1.1500000000000001 , 4.43e-10
1.8 , 4.83e-10
2.3 , 5.08e-10
2.8 , 5.32e-10
3.3 , 5.54e-10
3.8 , 5.74e-10
