#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 4.6764470694615956e-14
-0.12006162704085 , 3.55037656489e-13
-0.1098531747167 , 5.33920790433e-11
-0.09683457388479999 , 1.0642912043e-10
-0.08100717880469999 , 1.59466161817e-10
-0.062372342673499996 , 2.12503203204e-10
-0.040931417626 , 2.65540244591e-10
-0.016685754617999995 , 3.18577285978e-10
0.010363296514000003 , 3.71614327364e-10
0.38 , 8.39e-10
0.88 , 1.24e-09
1.23 , 1.46e-09
1.88 , 1.8e-09
2.38 , 2.03e-09
2.88 , 2.23e-09
3.38 , 2.42e-09
3.88 , 2.6e-09
