#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 4.321322759180256e-11
-0.01000155018642545 , 5.20659711498e-10
-0.009040692346171001 , 5.78816053612e-10
-0.0080071883183 , 6.36972395726e-10
-0.006901040663940001 , 6.9512873784e-10
-0.005722251711410001 , 7.53285079954e-10
-0.00447082378902 , 8.11441422068e-10
-0.00314675875939 , 8.69597764182e-10
-0.0017500594165200008 , 9.27754106296e-10
0.49 , 6.42e-09
0.99 , 9.12e-09
1.34 , 1.062e-08
1.99 , 1.294e-08
2.49 , 1.448e-08
2.99 , 1.588e-08
3.49 , 1.716e-08
3.99 , 1.836e-08
