#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.614218213485685e-14
-1.07389168950438 , 1.04687950667e-12
-1.0679449601067001 , 2.09371099341e-12
-1.0619847156614002 , 3.14054248014e-12
-1.0560109577765 , 4.18737396688e-12
-1.0500236880635 , 5.23420545361e-12
-1.0440229081269001 , 6.28103694035e-12
-1.0380086195783 , 7.32786842709e-12
-0.5800000000000001 , 8.06e-11
-0.08000000000000007 , 1.5e-10
0.27 , 1.94e-10
0.9199999999999999 , 2.68e-10
1.42 , 3.21e-10
1.92 , 3.7e-10
2.42 , 4.16e-10
2.92 , 4.6e-10
