#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.2526164486647704e-11
-0.09 , 1.271612355e-10
-0.09136782239861 , 1.35154201996e-10
-0.09190272458349 , 1.43147168493e-10
-0.09160547855194 , 1.51140134989e-10
-0.090476855089801 , 1.59133101485e-10
-0.08851762378603 , 1.67126067981e-10
-0.08572855302176 , 1.75119034478e-10
-0.0821104099958 , 1.83112000974e-10
0.41000000000000003 , 4.16e-10
0.91 , 5.28e-10
1.26 , 5.9e-10
1.91 , 6.88e-10
2.41 , 7.53e-10
2.91 , 8.12e-10
3.41 , 8.67e-10
3.91 , 9.18e-10
